Date,USD,EUR
1.1.1981,"6,24",
5.1.1981,"6,24",
6.1.1981,"6,24",
7.1.1981,"6,24",
8.1.1981,"6,24",
9.1.1981,"6,24",
12.1.1981,"6,24",
13.1.1981,"6,24",
14.1.1981,"6,24",
15.1.1981,"6,24",
16.1.1981,"6,24",
19.1.1981,"6,24",
20.1.1981,"6,24",
21.1.1981,"6,24",
22.1.1981,"6,24",
23.1.1981,"6,24",
26.1.1981,"6,24",
27.1.1981,"6,24",
28.1.1981,"6,24",
29.1.1981,"6,24",
30.1.1981,"6,24",
2.2.1981,"6,24",
3.2.1981,"6,24",
4.2.1981,"6,24",
5.2.1981,"6,24",
6.2.1981,"6,24",
9.2.1981,"6,24",
10.2.1981,"6,47",
11.2.1981,"6,48",
12.2.1981,"6,52",
13.2.1981,"6,56",
16.2.1981,"6,65",
17.2.1981,"6,58",
18.2.1981,"6,54",
19.2.1981,"6,54",
20.2.1981,"6,45",
23.2.1981,"6,49",
24.2.1981,"6,51",
25.2.1981,"6,52",
26.2.1981,"6,55",
27.2.1981,"6,57",
2.3.1981,"6,62",
3.3.1981,"6,63",
4.3.1981,"6,56",
5.3.1981,"6,58",
6.3.1981,"6,61",
9.3.1981,"6,59",
10.3.1981,"6,55",
11.3.1981,"6,54",
12.3.1981,"6,55",
13.3.1981,"6,55",
16.3.1981,"6,53",
17.3.1981,"6,49",
18.3.1981,"6,46",
19.3.1981,"6,44",
20.3.1981,"6,47",
23.3.1981,"6,51",
24.3.1981,"6,51",
25.3.1981,"6,50",
26.3.1981,"6,51",
27.3.1981,"6,56",
30.3.1981,"6,55",
31.3.1981,"6,53",
1.4.1981,"6,52",
2.4.1981,"6,53",
3.4.1981,"6,58",
6.4.1981,"6,62",
7.4.1981,"6,62",
8.4.1981,"6,58",
9.4.1981,"6,60",
10.4.1981,"6,61",
13.4.1981,"6,67",
14.4.1981,"6,65",
15.4.1981,"6,66",
21.4.1981,"6,68",
22.4.1981,"6,66",
24.4.1981,"6,67",
27.4.1981,"6,66",
28.4.1981,"6,68",
29.4.1981,"6,71",
30.4.1981,"6,72",
4.5.1981,"6,77",
5.5.1981,"6,81",
6.5.1981,"6,79",
7.5.1981,"6,80",
8.5.1981,"6,78",
11.5.1981,"6,81",
12.5.1981,"6,84",
13.5.1981,"6,84",
14.5.1981,"6,88",
15.5.1981,"6,86",
18.5.1981,"6,84",
19.5.1981,"6,84",
20.5.1981,"6,84",
21.5.1981,"6,86",
22.5.1981,"6,88",
25.5.1981,"6,87",
26.5.1981,"6,90",
27.5.1981,"6,92",
29.5.1981,"7,16",
1.6.1981,"7,17",
2.6.1981,"7,23",
3.6.1981,"7,25",
4.6.1981,"7,33",
5.6.1981,"7,39",
9.6.1981,"7,33",
10.6.1981,"7,30",
11.6.1981,"7,35",
12.6.1981,"7,34",
15.6.1981,"7,28",
16.6.1981,"7,23",
18.6.1981,"7,27",
19.6.1981,"7,32",
22.6.1981,"7,28",
23.6.1981,"7,25",
24.6.1981,"7,28",
25.6.1981,"7,30",
26.6.1981,"7,35",
29.6.1981,"7,32",
30.6.1981,"7,34",
1.7.1981,"7,38",
2.7.1981,"7,41",
3.7.1981,"7,40",
6.7.1981,"7,45",
7.7.1981,"7,42",
8.7.1981,"7,46",
9.7.1981,"7,46",
10.7.1981,"7,43",
13.7.1981,"7,41",
14.7.1981,"7,47",
15.7.1981,"7,43",
16.7.1981,"7,42",
17.7.1981,"7,43",
20.7.1981,"7,46",
21.7.1981,"7,49",
22.7.1981,"7,48",
23.7.1981,"7,47",
24.7.1981,"7,48",
27.7.1981,"7,44",
28.7.1981,"7,48",
29.7.1981,"7,47",
30.7.1981,"7,51",
31.7.1981,"7,50",
4.8.1981,"7,59",
5.8.1981,"7,58",
6.8.1981,"7,59",
7.8.1981,"7,62",
10.8.1981,"7,69",
11.8.1981,"7,67",
12.8.1981,"7,63",
13.8.1981,"7,61",
14.8.1981,"7,60",
17.8.1981,"7,61",
18.8.1981,"7,51",
19.8.1981,"7,54",
20.8.1981,"7,51",
21.8.1981,"7,48",
24.8.1981,"7,46",
25.8.1981,"7,55",
26.8.1981,"7,91",
27.8.1981,"7,89",
28.8.1981,"7,89",
31.8.1981,"7,83",
1.9.1981,"7,87",
2.9.1981,"7,85",
3.9.1981,"7,83",
4.9.1981,"7,82",
7.9.1981,"7,85",
8.9.1981,"7,87",
9.9.1981,"7,89",
10.9.1981,"7,86",
11.9.1981,"7,85",
14.9.1981,"7,85",
15.9.1981,"7,81",
16.9.1981,"7,76",
17.9.1981,"7,72",
18.9.1981,"7,73",
21.9.1981,"7,64",
22.9.1981,"7,68",
23.9.1981,"7,71",
24.9.1981,"7,79",
25.9.1981,"7,77",
28.9.1981,"7,85",
29.9.1981,"7,76",
30.9.1981,"7,78",
1.10.1981,"7,78",
2.10.1981,"7,75",
5.10.1981,"7,70",
6.10.1981,"7,65",
7.10.1981,"7,67",
8.10.1981,"7,66",
9.10.1981,"7,58",
12.10.1981,"7,54",
13.10.1981,"7,63",
14.10.1981,"7,67",
15.10.1981,"7,63",
16.10.1981,"7,69",
19.10.1981,"7,69",
20.10.1981,"7,67",
21.10.1981,"7,72",
22.10.1981,"7,75",
23.10.1981,"7,75",
26.10.1981,"7,80",
27.10.1981,"7,81",
28.10.1981,"7,78",
29.10.1981,"7,78",
30.10.1981,"7,71",
2.11.1981,"7,61",
3.11.1981,"7,66",
4.11.1981,"7,63",
5.11.1981,"7,63",
6.11.1981,"7,64",
9.11.1981,"7,58",
10.11.1981,"8,17",
11.11.1981,"8,18",
12.11.1981,"8,17",
13.11.1981,"8,17",
16.11.1981,"8,17",
17.11.1981,"8,17",
18.11.1981,"8,17",
19.11.1981,"8,17",
20.11.1981,"8,17",
23.11.1981,"8,19",
24.11.1981,"8,17",
25.11.1981,"8,17",
26.11.1981,"8,17",
27.11.1981,"8,17",
30.11.1981,"8,17",
1.12.1981,"8,17",
2.12.1981,"8,17",
3.12.1981,"8,17",
4.12.1981,"8,17",
7.12.1981,"8,17",
8.12.1981,"8,17",
9.12.1981,"8,17",
10.12.1981,"8,17",
11.12.1981,"8,19",
14.12.1981,"8,29",
15.12.1981,"8,23",
16.12.1981,"8,21",
17.12.1981,"8,21",
18.12.1981,"8,24",
21.12.1981,"8,24",
22.12.1981,"8,22",
23.12.1981,"8,22",
24.12.1981,"8,23",
28.12.1981,"8,23",
29.12.1981,"8,22",
30.12.1981,"8,21",
31.12.1981,"8,17",
14.1.1982,"9,43",
15.1.1982,"9,43",
18.1.1982,"9,46",
19.1.1982,"9,43",
20.1.1982,"9,43",
21.1.1982,"9,43",
22.1.1982,"9,43",
25.1.1982,"9,45",
26.1.1982,"9,48",
27.1.1982,"9,45",
28.1.1982,"9,47",
29.1.1982,"9,43",
1.2.1982,"9,46",
2.2.1982,"9,53",
3.2.1982,"9,53",
4.2.1982,"9,53",
5.2.1982,"9,53",
8.2.1982,"9,53",
9.2.1982,"9,56",
10.2.1982,"9,57",
11.2.1982,"9,57",
12.2.1982,"9,60",
15.2.1982,"9,66",
16.2.1982,"9,66",
17.2.1982,"9,66",
18.2.1982,"9,66",
19.2.1982,"9,66",
22.2.1982,"9,66",
23.2.1982,"9,73",
24.2.1982,"9,73",
25.2.1982,"9,75",
26.2.1982,"9,77",
1.3.1982,"9,82",
2.3.1982,"9,82",
3.3.1982,"9,82",
4.3.1982,"9,82",
5.3.1982,"9,85",
8.3.1982,"9,85",
9.3.1982,"9,91",
10.3.1982,"9,94",
11.3.1982,"9,94",
12.3.1982,"9,97",
15.3.1982,"9,97",
16.3.1982,"10,00",
17.3.1982,"10,01",
18.3.1982,"10,04",
19.3.1982,"10,08",
22.3.1982,"10,08",
23.3.1982,"10,10",
24.3.1982,"10,10",
25.3.1982,"10,13",
26.3.1982,"10,16",
29.3.1982,"10,16",
30.3.1982,"10,19",
31.3.1982,"10,21",
1.4.1982,"10,21",
2.4.1982,"10,21",
5.4.1982,"10,22",
6.4.1982,"10,25",
7.4.1982,"10,24",
13.4.1982,"10,27",
14.4.1982,"10,29",
15.4.1982,"10,31",
16.4.1982,"10,34",
19.4.1982,"10,34",
20.4.1982,"10,36",
21.4.1982,"10,36",
23.4.1982,"10,38",
26.4.1982,"10,38",
27.4.1982,"10,39",
28.4.1982,"10,39",
29.4.1982,"10,40",
30.4.1982,"10,40",
3.5.1982,"10,40",
4.5.1982,"10,43",
5.5.1982,"10,43",
6.5.1982,"10,43",
7.5.1982,"10,43",
10.5.1982,"10,44",
11.5.1982,"10,46",
12.5.1982,"10,46",
13.5.1982,"10,50",
14.5.1982,"10,56",
17.5.1982,"10,56",
18.5.1982,"10,62",
19.5.1982,"10,62",
21.5.1982,"10,65",
24.5.1982,"10,67",
25.5.1982,"10,70",
26.5.1982,"10,73",
27.5.1982,"10,78",
28.5.1982,"10,82",
1.6.1982,"10,84",
2.6.1982,"10,94",
3.6.1982,"10,94",
4.6.1982,"10,96",
7.6.1982,"11,00",
8.6.1982,"11,00",
9.6.1982,"11,07",
10.6.1982,"11,09",
11.6.1982,"11,09",
14.6.1982,"11,12",
15.6.1982,"11,15",
16.6.1982,"11,18",
18.6.1982,"11,24",
21.6.1982,"11,30",
22.6.1982,"11,30",
23.6.1982,"11,33",
24.6.1982,"11,33",
25.6.1982,"11,39",
28.6.1982,"11,45",
29.6.1982,"11,45",
30.6.1982,"11,45",
1.7.1982,"11,55",
2.7.1982,"11,57",
5.7.1982,"11,59",
6.7.1982,"11,63",
7.7.1982,"11,70",
8.7.1982,"11,72",
9.7.1982,"11,72",
12.7.1982,"11,72",
13.7.1982,"11,76",
14.7.1982,"11,82",
15.7.1982,"11,84",
16.7.1982,"11,85",
19.7.1982,"11,85",
20.7.1982,"11,87",
21.7.1982,"11,87",
22.7.1982,"11,87",
23.7.1982,"11,87",
26.7.1982,"11,87",
27.7.1982,"11,93",
28.7.1982,"12,00",
29.7.1982,"12,12",
30.7.1982,"12,16",
3.8.1982,"12,22",
4.8.1982,"12,22",
5.8.1982,"12,23",
6.8.1982,"12,32",
9.8.1982,"12,41",
10.8.1982,"12,41",
11.8.1982,"12,45",
23.8.1982,"14,31",
24.8.1982,"14,31",
25.8.1982,"14,31",
26.8.1982,"14,31",
27.8.1982,"14,31",
30.8.1982,"14,31",
31.8.1982,"14,38",
1.9.1982,"14,38",
2.9.1982,"14,38",
3.9.1982,"14,38",
6.9.1982,"14,38",
7.9.1982,"14,38",
8.9.1982,"14,38",
9.9.1982,"14,38",
10.9.1982,"14,42",
13.9.1982,"14,46",
14.9.1982,"14,46",
15.9.1982,"14,46",
16.9.1982,"14,49",
17.9.1982,"14,49",
20.9.1982,"14,49",
21.9.1982,"14,49",
22.9.1982,"14,49",
23.9.1982,"14,49",
24.9.1982,"14,53",
27.9.1982,"14,58",
28.9.1982,"14,58",
29.9.1982,"14,58",
30.9.1982,"14,61",
1.10.1982,"14,61",
4.10.1982,"14,61",
5.10.1982,"14,68",
6.10.1982,"14,68",
7.10.1982,"14,68",
8.10.1982,"14,74",
11.10.1982,"14,84",
12.10.1982,"14,87",
13.10.1982,"14,90",
14.10.1982,"14,90",
15.10.1982,"15,07",
18.10.1982,"15,52",
19.10.1982,"15,52",
20.10.1982,"15,52",
21.10.1982,"15,56",
22.10.1982,"15,56",
25.10.1982,"15,65",
26.10.1982,"15,65",
27.10.1982,"15,72",
28.10.1982,"15,77",
29.10.1982,"15,82",
1.11.1982,"15,84",
2.11.1982,"15,87",
3.11.1982,"15,87",
4.11.1982,"15,94",
5.11.1982,"15,96",
8.11.1982,"16,02",
9.11.1982,"16,02",
10.11.1982,"16,02",
11.11.1982,"16,08",
12.11.1982,"16,08",
15.11.1982,"16,11",
16.11.1982,"16,17",
17.11.1982,"16,17",
18.11.1982,"16,19",
19.11.1982,"16,19",
22.11.1982,"16,19",
23.11.1982,"16,22",
24.11.1982,"16,22",
25.11.1982,"16,22",
26.11.1982,"16,22",
29.11.1982,"16,22",
30.11.1982,"16,22",
1.12.1982,"16,22",
2.12.1982,"16,26",
3.12.1982,"16,26",
6.12.1982,"16,26",
7.12.1982,"16,26",
8.12.1982,"16,31",
9.12.1982,"16,42",
10.12.1982,"16,42",
13.12.1982,"16,45",
14.12.1982,"16,45",
15.12.1982,"16,45",
16.12.1982,"16,45",
17.12.1982,"16,45",
20.12.1982,"16,54",
21.12.1982,"16,54",
22.12.1982,"16,54",
23.12.1982,"16,54",
24.12.1982,"16,54",
27.12.1982,"16,54",
28.12.1982,"16,54",
29.12.1982,"16,55",
30.12.1982,"16,60",
31.12.1982,"16,63",
5.1.1983,"18,14",
6.1.1983,"18,14",
7.1.1983,"18,24",
10.1.1983,"18,24",
11.1.1983,"18,27",
12.1.1983,"18,33",
13.1.1983,"18,33",
14.1.1983,"18,38",
17.1.1983,"18,38",
18.1.1983,"18,42",
19.1.1983,"18,48",
20.1.1983,"18,52",
21.1.1983,"18,52",
24.1.1983,"18,69",
25.1.1983,"18,71",
26.1.1983,"18,71",
27.1.1983,"18,76",
28.1.1983,"18,76",
31.1.1983,"18,83",
1.2.1983,"18,93",
2.2.1983,"18,98",
3.2.1983,"18,98",
4.2.1983,"19,05",
7.2.1983,"19,05",
8.2.1983,"19,05",
9.2.1983,"19,05",
10.2.1983,"19,05",
11.2.1983,"19,05",
14.2.1983,"19,13",
15.2.1983,"19,13",
16.2.1983,"19,17",
17.2.1983,"19,17",
18.2.1983,"19,29",
21.2.1983,"19,29",
22.2.1983,"19,33",
23.2.1983,"19,51",
24.2.1983,"19,56",
25.2.1983,"19,63",
28.2.1983,"19,78",
1.3.1983,"19,90",
2.3.1983,"20,00",
3.3.1983,"20,13",
4.3.1983,"20,23",
7.3.1983,"20,23",
8.3.1983,"20,38",
9.3.1983,"20,48",
10.3.1983,"20,48",
11.3.1983,"20,53",
14.3.1983,"20,58",
15.3.1983,"20,58",
16.3.1983,"20,66",
17.3.1983,"20,71",
18.3.1983,"20,81",
21.3.1983,"20,98",
22.3.1983,"21,01",
23.3.1983,"21,03",
24.3.1983,"21,09",
25.3.1983,"21,09",
28.3.1983,"21,19",
29.3.1983,"21,23",
30.3.1983,"21,23",
5.4.1983,"21,23",
6.4.1983,"21,23",
7.4.1983,"21,27",
8.4.1983,"21,30",
11.4.1983,"21,30",
12.4.1983,"21,30",
13.4.1983,"21,34",
14.4.1983,"21,43",
15.4.1983,"21,43",
18.4.1983,"21,43",
19.4.1983,"21,48",
20.4.1983,"21,50",
22.4.1983,"21,55",
25.4.1983,"21,55",
26.4.1983,"21,58",
27.4.1983,"21,58",
28.4.1983,"21,65",
29.4.1983,"21,65",
2.5.1983,"21,75",
3.5.1983,"21,79",
4.5.1983,"21,84",
5.5.1983,"21,84",
6.5.1983,"21,91",
9.5.1983,"21,91",
10.5.1983,"22,01",
11.5.1983,"22,09",
13.5.1983,"22,24",
16.5.1983,"22,40",
17.5.1983,"22,54",
18.5.1983,"22,69",
19.5.1983,"22,84",
20.5.1983,"22,94",
24.5.1983,"23,11",
27.5.1983,"27,06",
30.5.1983,"27,06",
31.5.1983,"27,06",
1.6.1983,"27,20",
2.6.1983,"27,25",
3.6.1983,"27,27",
6.6.1983,"27,30",
7.6.1983,"27,31",
8.6.1983,"27,31",
9.6.1983,"27,31",
10.6.1983,"27,27",
13.6.1983,"27,27",
14.6.1983,"27,35",
15.6.1983,"27,44",
16.6.1983,"27,44",
20.6.1983,"27,44",
21.6.1983,"27,40",
22.6.1983,"27,40",
23.6.1983,"27,40",
24.6.1983,"27,40",
27.6.1983,"27,36",
28.6.1983,"27,49",
29.6.1983,"27,44",
30.6.1983,"27,49",
1.7.1983,"27,49",
4.7.1983,"27,55",
5.7.1983,"27,55",
6.7.1983,"27,55",
7.7.1983,"27,55",
8.7.1983,"27,55",
11.7.1983,"27,62",
12.7.1983,"27,66",
13.7.1983,"27,66",
14.7.1983,"27,62",
15.7.1983,"27,74",
18.7.1983,"27,70",
19.7.1983,"27,70",
20.7.1983,"27,68",
21.7.1983,"27,63",
22.7.1983,"27,66",
25.7.1983,"27,72",
26.7.1983,"27,70",
27.7.1983,"27,75",
28.7.1983,"27,75",
29.7.1983,"27,81",
2.8.1983,"27,91",
3.8.1983,"27,91",
4.8.1983,"27,96",
5.8.1983,"28,12",
8.8.1983,"28,18",
9.8.1983,"28,09",
10.8.1983,"28,19",
11.8.1983,"28,22",
12.8.1983,"28,27",
15.8.1983,"28,16",
16.8.1983,"28,06",
17.8.1983,"27,99",
18.8.1983,"27,83",
19.8.1983,"27,93",
22.8.1983,"27,89",
23.8.1983,"27,84",
24.8.1983,"27,94",
25.8.1983,"27,94",
26.8.1983,"28,05",
29.8.1983,"28,09",
30.8.1983,"28,11",
31.8.1983,"28,18",
1.9.1983,"28,12",
2.9.1983,"28,16",
5.9.1983,"28,04",
6.9.1983,"28,06",
7.9.1983,"28,11",
8.9.1983,"28,07",
9.9.1983,"28,07",
12.9.1983,"27,96",
13.9.1983,"28,03",
14.9.1983,"28,10",
15.9.1983,"28,10",
16.9.1983,"28,06",
19.9.1983,"28,02",
20.9.1983,"27,94",
21.9.1983,"28,02",
22.9.1983,"28,02",
23.9.1983,"28,02",
26.9.1983,"27,93",
27.9.1983,"27,96",
28.9.1983,"27,93",
29.9.1983,"27,98",
30.9.1983,"27,94",
3.10.1983,"27,87",
4.10.1983,"27,96",
5.10.1983,"27,84",
6.10.1983,"27,79",
7.10.1983,"27,75",
10.10.1983,"27,71",
11.10.1983,"27,74",
12.10.1983,"27,83",
13.10.1983,"27,83",
14.10.1983,"27,88",
17.10.1983,"27,79",
18.10.1983,"27,75",
19.10.1983,"27,80",
20.10.1983,"27,80",
21.10.1983,"27,76",
24.10.1983,"27,88",
25.10.1983,"27,83",
26.10.1983,"27,85",
27.10.1983,"27,90",
28.10.1983,"27,90",
31.10.1983,"27,93",
1.11.1983,"27,98",
2.11.1983,"28,04",
3.11.1983,"28,00",
4.11.1983,"28,04",
7.11.1983,"28,10",
8.11.1983,"28,15",
9.11.1983,"28,15",
10.11.1983,"28,06",
11.11.1983,"28,06",
14.11.1983,"28,08",
15.11.1983,"28,11",
16.11.1983,"28,09",
17.11.1983,"28,18",
18.11.1983,"28,18",
21.11.1983,"28,25",
22.11.1983,"28,20",
23.11.1983,"28,20",
24.11.1983,"28,27",
25.11.1983,"28,30",
28.11.1983,"28,28",
29.11.1983,"28,33",
30.11.1983,"28,24",
1.12.1983,"28,22",
2.12.1983,"28,26",
5.12.1983,"28,35",
6.12.1983,"28,40",
7.12.1983,"28,42",
8.12.1983,"28,44",
9.12.1983,"28,54",
12.12.1983,"28,59",
13.12.1983,"28,64",
14.12.1983,"28,69",
15.12.1983,"28,69",
16.12.1983,"28,71",
19.12.1983,"28,77",
20.12.1983,"28,77",
21.12.1983,"28,79",
22.12.1983,"28,79",
23.12.1983,"28,79",
27.12.1983,"28,79",
28.12.1983,"28,77",
29.12.1983,"28,77",
30.12.1983,"28,67",
3.1.1984,"28,76",
4.1.1984,"29,00",
5.1.1984,"29,10",
6.1.1984,"29,19",
9.1.1984,"29,44",
10.1.1984,"29,54",
11.1.1984,"29,54",
12.1.1984,"29,54",
13.1.1984,"29,54",
16.1.1984,"29,44",
17.1.1984,"29,39",
18.1.1984,"29,54",
19.1.1984,"29,49",
20.1.1984,"29,44",
23.1.1984,"29,54",
24.1.1984,"29,60",
25.1.1984,"29,60",
26.1.1984,"29,54",
27.1.1984,"29,58",
30.1.1984,"29,60",
31.1.1984,"29,60",
1.2.1984,"29,55",
2.2.1984,"29,50",
3.2.1984,"29,41",
6.2.1984,"29,41",
7.2.1984,"29,48",
8.2.1984,"29,45",
9.2.1984,"29,40",
10.2.1984,"29,45",
13.2.1984,"29,42",
14.2.1984,"29,45",
15.2.1984,"29,30",
16.2.1984,"29,24",
17.2.1984,"29,24",
20.2.1984,"29,24",
21.2.1984,"29,27",
22.2.1984,"29,22",
23.2.1984,"29,18",
24.2.1984,"29,08",
27.2.1984,"29,08",
28.2.1984,"28,91",
29.2.1984,"28,91",
1.3.1984,"28,96",
2.3.1984,"28,84",
5.3.1984,"28,79",
6.3.1984,"28,72",
7.3.1984,"28,67",
8.3.1984,"28,78",
9.3.1984,"28,78",
12.3.1984,"28,95",
13.3.1984,"28,92",
14.3.1984,"28,72",
15.3.1984,"28,84",
16.3.1984,"28,95",
19.3.1984,"29,14",
20.3.1984,"29,04",
21.3.1984,"29,17",
22.3.1984,"29,17",
23.3.1984,"29,17",
26.3.1984,"29,04",
27.3.1984,"28,92",
28.3.1984,"28,97",
29.3.1984,"28,85",
30.3.1984,"28,99",
2.4.1984,"28,94",
3.4.1984,"29,11",
4.4.1984,"29,11",
5.4.1984,"29,06",
6.4.1984,"29,18",
9.4.1984,"29,07",
10.4.1984,"29,14",
11.4.1984,"29,08",
12.4.1984,"29,05",
13.4.1984,"29,08",
16.4.1984,"29,18",
17.4.1984,"29,18",
18.4.1984,"29,16",
24.4.1984,"29,30",
25.4.1984,"29,36",
26.4.1984,"29,33",
27.4.1984,"29,46",
30.4.1984,"29,50",
2.5.1984,"29,56",
3.5.1984,"29,49",
4.5.1984,"29,44",
7.5.1984,"29,65",
8.5.1984,"29,74",
9.5.1984,"29,74",
10.5.1984,"29,85",
11.5.1984,"29,77",
14.5.1984,"29,80",
15.5.1984,"29,73",
16.5.1984,"29,63",
17.5.1984,"29,66",
18.5.1984,"29,76",
21.5.1984,"29,74",
22.5.1984,"29,66",
23.5.1984,"29,66",
24.5.1984,"29,76",
25.5.1984,"29,65",
28.5.1984,"29,65",
29.5.1984,"29,69",
30.5.1984,"29,71",
1.6.1984,"29,60",
4.6.1984,"29,37",
5.6.1984,"29,40",
6.6.1984,"29,48",
7.6.1984,"29,45",
8.6.1984,"29,51",
12.6.1984,"29,61",
13.6.1984,"29,61",
14.6.1984,"29,61",
15.6.1984,"29,63",
18.6.1984,"29,73",
19.6.1984,"29,75",
20.6.1984,"29,75",
21.6.1984,"29,88",
22.6.1984,"29,90",
25.6.1984,"30,01",
26.6.1984,"29,98",
27.6.1984,"29,92",
28.6.1984,"30,03",
29.6.1984,"29,98",
2.7.1984,"30,03",
3.7.1984,"30,09",
4.7.1984,"30,11",
5.7.1984,"30,19",
6.7.1984,"30,27",
9.7.1984,"30,30",
10.7.1984,"30,27",
11.7.1984,"30,36",
12.7.1984,"30,38",
13.7.1984,"30,34",
16.7.1984,"30,28",
17.7.1984,"30,31",
18.7.1984,"30,39",
19.7.1984,"30,39",
20.7.1984,"30,36",
23.7.1984,"30,47",
24.7.1984,"30,54",
25.7.1984,"30,54",
26.7.1984,"30,54",
27.7.1984,"30,74",
30.7.1984,"30,94",
31.7.1984,"30,99",
1.8.1984,"31,07",
2.8.1984,"30,99",
3.8.1984,"30,94",
7.8.1984,"30,99",
8.8.1984,"31,14",
9.8.1984,"31,09",
10.8.1984,"31,03",
13.8.1984,"31,23",
14.8.1984,"31,18",
15.8.1984,"31,11",
16.8.1984,"31,08",
17.8.1984,"31,08",
20.8.1984,"31,10",
21.8.1984,"31,20",
22.8.1984,"31,24",
23.8.1984,"31,15",
24.8.1984,"31,15",
27.8.1984,"31,15",
28.8.1984,"31,24",
29.8.1984,"31,16",
30.8.1984,"31,18",
31.8.1984,"32,13",
3.9.1984,"32,20",
4.9.1984,"32,35",
5.9.1984,"32,55",
6.9.1984,"32,60",
7.9.1984,"32,72",
10.9.1984,"32,87",
11.9.1984,"32,87",
12.9.1984,"32,78",
13.9.1984,"32,97",
14.9.1984,"32,95",
17.9.1984,"33,19",
18.9.1984,"33,43",
19.9.1984,"33,49",
20.9.1984,"33,42",
21.9.1984,"33,83",
24.9.1984,"33,00",
25.9.1984,"33,30",
26.9.1984,"33,53",
27.9.1984,"33,25",
28.9.1984,"33,18",
1.10.1984,"33,45",
2.10.1984,"33,30",
3.10.1984,"33,05",
4.10.1984,"33,28",
5.10.1984,"33,21",
8.10.1984,"33,28",
9.10.1984,"33,40",
10.10.1984,"33,56",
11.10.1984,"33,60",
12.10.1984,"33,63",
15.10.1984,"33,80",
16.10.1984,"33,89",
17.10.1984,"33,96",
18.10.1984,"33,81",
19.10.1984,"33,73",
22.10.1984,"33,73",
23.10.1984,"33,67",
24.10.1984,"33,57",
25.10.1984,"33,57",
26.10.1984,"33,57",
29.10.1984,"33,74",
30.10.1984,"33,78",
31.10.1984,"33,72",
1.11.1984,"33,69",
2.11.1984,"33,55",
5.11.1984,"33,55",
6.11.1984,"33,55",
7.11.1984,"33,55",
8.11.1984,"33,66",
9.11.1984,"33,76",
12.11.1984,"33,86",
13.11.1984,"33,80",
14.11.1984,"34,03",
15.11.1984,"34,13",
16.11.1984,"34,35",
20.11.1984,"39,25",
21.11.1984,"39,41",
22.11.1984,"39,31",
23.11.1984,"39,47",
26.11.1984,"39,70",
27.11.1984,"39,85",
28.11.1984,"39,96",
29.11.1984,"39,96",
30.11.1984,"40,07",
3.12.1984,"40,20",
4.12.1984,"40,05",
5.12.1984,"39,76",
6.12.1984,"40,08",
7.12.1984,"39,88",
10.12.1984,"40,02",
11.12.1984,"39,99",
12.12.1984,"40,02",
13.12.1984,"40,02",
14.12.1984,"40,10",
17.12.1984,"40,10",
18.12.1984,"40,07",
19.12.1984,"40,07",
20.12.1984,"40,26",
21.12.1984,"40,34",
24.12.1984,"40,34",
27.12.1984,"40,44",
28.12.1984,"40,59",
31.12.1984,"40,55",
3.1.1985,"40,80",
4.1.1985,"40,75",
7.1.1985,"40,86",
8.1.1985,"40,60",
9.1.1985,"40,84",
10.1.1985,"40,72",
11.1.1985,"40,89",
14.1.1985,"41,01",
15.1.1985,"41,08",
16.1.1985,"41,06",
17.1.1985,"40,99",
18.1.1985,"40,94",
21.1.1985,"40,92",
22.1.1985,"41,04",
23.1.1985,"41,00",
24.1.1985,"40,97",
25.1.1985,"40,93",
28.1.1985,"41,03",
29.1.1985,"40,96",
30.1.1985,"40,99",
31.1.1985,"40,95",
1.2.1985,"40,92",
4.2.1985,"41,15",
5.2.1985,"41,35",
6.2.1985,"41,38",
7.2.1985,"41,42",
8.2.1985,"41,48",
11.2.1985,"41,56",
12.2.1985,"41,75",
13.2.1985,"41,91",
14.2.1985,"41,86",
15.2.1985,"41,74",
18.2.1985,"41,58",
19.2.1985,"41,93",
20.2.1985,"42,04",
21.2.1985,"42,09",
22.2.1985,"42,35",
25.2.1985,"42,50",
26.2.1985,"42,97",
27.2.1985,"42,92",
28.2.1985,"42,11",
1.3.1985,"42,21",
4.3.1985,"42,29",
5.3.1985,"42,73",
6.3.1985,"42,94",
7.3.1985,"42,54",
8.3.1985,"42,86",
11.3.1985,"42,49",
12.3.1985,"41,92",
13.3.1985,"42,25",
14.3.1985,"42,39",
15.3.1985,"42,55",
18.3.1985,"42,35",
19.3.1985,"41,96",
20.3.1985,"41,26",
21.3.1985,"41,45",
22.3.1985,"41,07",
25.3.1985,"41,25",
26.3.1985,"41,25",
27.3.1985,"40,85",
28.3.1985,"40,65",
29.3.1985,"40,56",
1.4.1985,"40,72",
2.4.1985,"41,22",
3.4.1985,"41,06",
9.4.1985,"41,33",
10.4.1985,"41,33",
11.4.1985,"41,20",
12.4.1985,"40,96",
15.4.1985,"41,09",
16.4.1985,"40,81",
17.4.1985,"40,81",
18.4.1985,"41,31",
19.4.1985,"40,98",
22.4.1985,"41,11",
23.4.1985,"41,28",
24.4.1985,"41,55",
26.4.1985,"42,06",
29.4.1985,"41,98",
30.4.1985,"41,45",
2.5.1985,"41,93",
3.5.1985,"42,18",
6.5.1985,"42,63",
7.5.1985,"42,71",
8.5.1985,"42,31",
9.5.1985,"42,06",
10.5.1985,"42,06",
13.5.1985,"41,74",
14.5.1985,"41,48",
15.5.1985,"41,41",
17.5.1985,"41,77",
20.5.1985,"41,31",
